underlying,identifier,instrumentType,instrument,contract,expiryDate,optionType,strikePrice,lastPrice,change,pChange,openPrice,highPrice,lowPrice,closePrice,volume,totalTurnover,value,premiumTurnOver,underlyingValue,openInterest,noOfTrades
BANKNIFTY,OPTIDXBANKNIFTY11-09-2024PE50000.00,OPTIDX,Index Options,BANKNIFTY 11-Sep-2024,11-Sep-2024,Put,50000,806.0,258.3,47.16,565.8,807.6,565.8,806.0,300,217545.0,217545.0,15217545.0,49831.85,28,20
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024CE51100.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Call,51100,781.95,-367.75,-31.99,1074.9,1075.8,757.75,781.7,285,236133.9,236133.9,14799633.9,49831.85,37,19
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE48600.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,48600,1823.3,-356.35,-16.35,2052.0,2079.9,1823.3,1823.3,285,526927.95,526927.95,14377927.950000001,49831.85,21,19
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE43000.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,43000,7030.0,-550.0,-7.26,7550.0,7600.0,7000.0,7030.0,285,2102610.3,2102610.3,14357610.3,49831.85,2076,19
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE40000.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,40000,10050.0,-600.0,-5.63,10650.05,10650.05,9950.0,9975.0,285,2949789.9,2949789.9,14349789.9,49831.85,495,19
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE47500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,47500,2364.2,-875.8,-27.03,2900.0,2900.0,2301.35,2364.2,285,735724.6499999999,735724.6499999999,14273224.649999999,49831.85,63,19
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024PE53500.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Put,53500,3140.0,472.45,17.71,2646.0,3179.15,2646.0,3140.0,270,837558.9,837558.9,15282558.9,49831.85,66,18
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024PE52200.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Put,52200,2004.55,410.65,25.76,1719.9,2037.65,1640.35,2004.55,270,487166.39999999997,487166.39999999997,14581166.4,49831.85,41,18
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE54500.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,54500,4471.05,291.05,6.96,3982.95,4471.05,3969.05,4471.05,255,1070699.0999999999,1070699.0999999999,14968199.1,49831.85,174,17
BANKNIFTY,OPTIDXBANKNIFTY24-12-2024CE45000.00,OPTIDX,Index Options,BANKNIFTY 24-Dec-2024,24-Dec-2024,Call,45000,6500.0,-2636.35,-28.86,6724.7,6725.15,6500.0,6500.0,255,1711129.05,1711129.05,13186129.049999999,49831.85,14,17
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024CE49800.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Call,49800,1457.0,-3334.7,-69.59,1419.5,1474.0,1419.5,1457.45,255,370502.25,370502.25,13069502.25,49831.85,12,17
BANKNIFTY,OPTIDXBANKNIFTY11-09-2024CE55500.00,OPTIDX,Index Options,BANKNIFTY 11-Sep-2024,11-Sep-2024,Call,55500,33.35,-0.9,-2.63,34.25,34.25,33.0,33.35,240,8013.6,8013.6,13328013.6,49831.85,23,16
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE52400.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,52400,2359.8,658.8,38.73,2015.35,2359.8,2015.35,2359.8,240,514663.19999999995,514663.19999999995,13090663.2,49831.85,546,16
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024CE50900.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Call,50900,867.4,-317.45,-26.79,999.0,999.0,866.9,867.25,240,221709.59999999998,221709.59999999998,12437709.6,49831.85,35,16
BANKNIFTY,OPTIDXBANKNIFTY30-10-2024PE44000.00,OPTIDX,Index Options,BANKNIFTY 30-Oct-2024,30-Oct-2024,Put,44000,109.0,19.0,21.11,91.9,109.0,91.9,109.0,225,21798.0,21798.0,9921798.0,49831.85,22,15
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024CE57500.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Call,57500,17.1,1.1,6.88,14.25,17.1,14.25,16.8,210,3135.2999999999997,3135.2999999999997,12078135.3,49831.85,31,14
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE47800.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,47800,2397.8,76.75,3.31,2550.0,2550.0,2380.95,2397.8,210,509392.8,509392.8,10547392.8,49831.85,12,14
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE46900.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,46900,46.45,-30.55,-39.68,30.35,46.45,30.3,46.45,210,7921.2,7921.2,9856921.200000001,49831.85,15,14
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE45100.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,45100,21.5,0.1,0.47,15.0,21.5,15.0,21.5,210,4124.400000000001,4124.400000000001,9475124.4,49831.85,116,14
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE52600.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,52600,2589.35,807.35,45.31,2000.0,2589.35,2000.0,2589.35,195,461395.35000000003,461395.35000000003,10718395.35,49831.85,424,13
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024CE52100.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Call,52100,379.55,-220.35,-36.73,535.55,535.65,379.55,387.15,195,91111.8,91111.8,10250611.799999999,49831.85,403,13
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024CE46000.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Call,46000,4484.35,-477.25,-9.62,5020.0,5020.0,4484.35,4484.35,195,945430.2,945430.2,9915430.2,49831.85,141,13
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024PE49100.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Put,49100,596.8,165.1,38.24,532.6,600.45,507.85,594.3,180,100017.0,100017.0,8938017.0,49831.85,13,12
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024CE58500.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Call,58500,36.0,5.4,17.65,30.0,36.0,30.0,36.0,165,5332.8,5332.8,9657832.8,49831.85,63,11
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE54600.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,54600,13.0,-11.75,-47.47,24.75,24.75,10.05,14.5,165,2852.85,2852.85,9011852.85,49831.85,33,11
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE42000.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,42000,8010.0,-613.25,-7.11,8250.7,8250.7,8010.0,8010.0,165,1325260.2,1325260.2,8255260.199999999,49831.85,279,11
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024PE48100.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Put,48100,219.5,-89.25,-28.91,218.55,220.0,218.55,219.35,165,36189.450000000004,36189.450000000004,7972689.45,49831.85,11,11
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE54900.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,54900,5.2,-0.8,-13.33,5.0,6.75,5.0,5.2,150,916.5,916.5,8235916.5,49831.85,51,10
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024CE51100.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Call,51100,590.0,-40.0,-6.35,590.0,590.0,590.0,590.0,150,88500.0,88500.0,7753500.0,49831.85,19,10
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE48600.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,48600,1848.0,-417.6,-18.43,2080.6,2080.6,1848.0,1848.0,150,290814.0,290814.0,7580814.0,49831.85,34,10
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE48800.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,48800,1525.0,-575.0,-27.38,1910.1,1910.1,1525.0,1525.0,150,246177.0,246177.0,7566177.0,49831.85,16,10
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024CE56000.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Call,56000,20.0,3.2,19.05,17.6,20.0,11.45,20.0,135,2169.45,2169.45,7562169.45,49831.85,22,9
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024CE51900.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Call,51900,480.7,-169.3,-26.05,599.95,600.0,480.7,480.7,135,73591.2,73591.2,7080091.2,49831.85,28,9
BANKNIFTY,OPTIDXBANKNIFTY30-10-2024CE50100.00,OPTIDX,Index Options,BANKNIFTY 30-Oct-2024,30-Oct-2024,Call,50100,1835.5,-122.65,-6.26,1916.05,1916.05,1835.5,1835.5,135,253087.2,253087.2,7016587.2,49831.85,7,9
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024PE49700.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Put,49700,780.0,191.25,32.48,645.0,780.0,645.0,780.0,135,98736.3,98736.3,6808236.3,49831.85,16,9
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024PE49600.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Put,49600,575.0,233.6,68.42,488.6,575.0,488.6,575.0,135,72748.8,72748.8,6768748.8,49831.85,10,9
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE56500.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,56500,6334.0,519.25,8.93,6226.35,6334.0,6226.35,6334.0,120,753620.4,753620.4,7533620.399999999,49831.85,142,8
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024CE58000.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Call,58000,25.5,-11.05,-30.23,31.0,31.0,25.4,25.5,120,3174.0,3174.0,6963174.0,49831.85,102,8
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE53400.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,53400,3160.8,0.8,0.03,3160.8,3160.8,3160.8,3160.8,120,379296.0,379296.0,6787296.0,49831.85,103,8
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024CE52200.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Call,52200,398.0,-157.0,-28.29,487.8,487.85,397.5,397.65,120,50427.600000000006,50427.600000000006,6314427.600000001,49831.85,121,8
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE47500.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,47500,2650.0,-841.55,-24.1,2835.0,2835.0,2600.6,2650.0,120,330264.0,330264.0,6030264.0,49831.85,142,8
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024PE49300.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Put,49300,494.65,-73.25,-12.9,493.25,496.95,493.25,495.3,120,59432.399999999994,59432.399999999994,5975432.399999999,49831.85,8,8
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024PE48400.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Put,48400,271.5,-90.95,-25.09,271.8,272.0,271.5,271.8,120,32611.199999999997,32611.199999999997,5840611.2,49831.85,8,8
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE53600.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,53600,3353.25,1336.15,66.24,3353.25,3353.25,3353.25,3353.25,105,352091.25,352091.25,5980091.25,49831.85,46,7
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024PE53500.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Put,53500,3400.0,529.0,18.43,2950.0,3400.0,2950.0,3400.0,105,330599.85000000003,330599.85000000003,5948099.85,49831.85,31,7
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024PE51400.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Put,51400,1353.4,17.25,1.29,1301.3,1353.4,1135.5,1353.4,105,131463.15,131463.15,5528463.149999999,49831.85,4,7
BANKNIFTY,OPTIDXBANKNIFTY11-09-2024CE50400.00,OPTIDX,Index Options,BANKNIFTY 11-Sep-2024,11-Sep-2024,Call,50400,1148.55,-219.75,-16.06,1186.65,1186.65,1068.0,1148.55,105,117287.09999999999,117287.09999999999,5409287.1,49831.85,3,7
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE47800.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,47800,2536.4,-133.0,-4.98,2536.4,2536.4,2536.4,2536.4,105,266322.0,266322.0,5285322.0,49831.85,12,7
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024PE49700.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Put,49700,609.8,-69.1,-10.18,594.5,620.0,594.5,609.95,105,63813.75,63813.75,5282313.75,49831.85,6,7
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE47600.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,47600,2224.0,-525.9,-19.12,2761.0,2772.9,2224.0,2224.0,105,274151.85,274151.85,5272151.850000001,49831.85,16,7
BANKNIFTY,OPTIDXBANKNIFTY11-09-2024PE49000.00,OPTIDX,Index Options,BANKNIFTY 11-Sep-2024,11-Sep-2024,Put,49000,273.85,-438.7,-61.57,347.7,347.75,273.85,273.85,105,35403.9,35403.9,5180403.9,49831.85,7,7
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024PE48200.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Put,48200,237.9,-88.0,-27.0,237.85,237.9,237.75,237.85,105,24972.15,24972.15,5085972.15,49831.85,7,7
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE55500.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,55500,5269.05,15.55,0.3,5231.45,5269.05,5231.45,5269.05,90,471958.19999999995,471958.19999999995,5466958.199999999,49831.85,126,6
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE55400.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,55400,20.0,-110.2,-84.64,20.0,20.0,20.0,20.0,90,1800.0,1800.0,4987800.0,49831.85,7,6
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024PE51500.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Put,51500,1605.0,454.95,39.56,1300.0,1605.0,1300.0,1605.0,90,135958.5,135958.5,4770958.5,49831.85,45,6
BANKNIFTY,OPTIDXBANKNIFTY11-09-2024PE50200.00,OPTIDX,Index Options,BANKNIFTY 11-Sep-2024,11-Sep-2024,Put,50200,739.95,-55.75,-7.01,834.8,834.8,739.95,739.95,90,68018.4,68018.4,4586018.4,49831.85,5,6
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE46000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,46000,3835.8,-2707.4,-41.38,4119.4,4119.4,3827.85,3835.8,90,354768.3,354768.3,4494768.3,49831.85,2,6
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024PE49400.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Put,49400,512.1,-82.55,-13.88,512.0,512.1,512.0,512.1,90,46080.9,46080.9,4492080.9,49831.85,6,6
BANKNIFTY,OPTIDXBANKNIFTY11-09-2024CE58000.00,OPTIDX,Index Options,BANKNIFTY 11-Sep-2024,11-Sep-2024,Call,58000,17.0,-9.85,-36.69,20.0,21.0,17.0,17.0,75,1470.0,1470.0,4351470.0,49831.85,7,5
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE54000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,54000,3660.0,233.55,6.82,3690.0,3690.0,3658.45,3660.0,75,274926.75,274926.75,4324926.75,49831.85,270,5
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024PE51700.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Put,51700,1782.8,404.3,29.33,1381.7,1782.8,1381.7,1782.8,75,116544.75,116544.75,3994044.75,49831.85,249,5
BANKNIFTY,OPTIDXBANKNIFTY11-09-2024CE50700.00,OPTIDX,Index Options,BANKNIFTY 11-Sep-2024,11-Sep-2024,Call,50700,756.0,44.55,6.26,896.35,896.65,756.0,756.0,75,60916.5,60916.5,3863416.5,49831.85,3,5
BANKNIFTY,OPTIDXBANKNIFTY11-09-2024CE49900.00,OPTIDX,Index Options,BANKNIFTY 11-Sep-2024,11-Sep-2024,Call,49900,1157.35,-471.6,-28.95,1215.2,1275.95,1157.35,1157.35,75,89448.00000000001,89448.00000000001,3831948.0,49831.85,4,5
BANKNIFTY,OPTIDXBANKNIFTY11-09-2024PE49800.00,OPTIDX,Index Options,BANKNIFTY 11-Sep-2024,11-Sep-2024,Put,49800,716.9,-303.2,-29.72,782.7,782.75,715.5,716.9,75,56709.0,56709.0,3791709.0,49831.85,3,5
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024CE46500.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Call,46500,4045.0,-649.2,-13.83,4043.6,4050.0,4041.0,4047.5,75,303309.0,303309.0,3790809.0,49831.85,164,5
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE47400.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,47400,2902.9,-13.55,-0.46,2955.0,2955.0,2850.0,2902.9,75,216912.0,216912.0,3771912.0000000005,49831.85,6,5
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE46900.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,46900,3383.05,-1452.45,-30.04,3383.05,3383.05,3383.05,3383.05,75,253728.75,253728.75,3771228.75,49831.85,11,5
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE44000.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,44000,6018.65,-532.35,-8.13,6202.75,6204.2,6018.65,6018.65,75,458944.5,458944.5,3758944.5,49831.85,482,5
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024PE48900.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Put,48900,373.0,0.55,0.15,373.0,373.0,373.0,373.0,75,27975.0,27975.0,3695475.0,49831.85,7,5
BANKNIFTY,OPTIDXBANKNIFTY30-10-2024PE45500.00,OPTIDX,Index Options,BANKNIFTY 30-Oct-2024,30-Oct-2024,Put,45500,255.15,34.1,15.43,255.15,255.15,255.15,255.15,75,19136.25,19136.25,3431636.25,49831.85,5,5
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE44900.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,44900,16.0,-15.05,-48.47,16.0,16.0,16.0,16.0,75,1200.0,1200.0,3368700.0,49831.85,7,5
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE59000.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,59000,8930.15,843.15,10.43,8445.0,8930.15,8445.0,8930.15,60,522982.79999999993,522982.79999999993,4062982.8000000003,49831.85,167,4
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE53800.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,53800,3955.0,905.0,29.67,3965.0,3965.0,3955.0,3955.0,60,237600.0,237600.0,3465600.0,49831.85,1,4
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024PE53800.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Put,53800,3830.0,1660.35,76.53,3830.0,3830.0,3830.0,3830.0,60,229800.0,229800.0,3457800.0,49831.85,25,4
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024PE51200.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Put,51200,1523.85,329.55,27.59,1291.45,1523.95,1291.45,1523.9,60,84460.20000000001,84460.20000000001,3156460.1999999997,49831.85,12,4
BANKNIFTY,OPTIDXBANKNIFTY30-10-2024CE50400.00,OPTIDX,Index Options,BANKNIFTY 30-Oct-2024,30-Oct-2024,Call,50400,1798.5,-101.5,-5.34,1804.35,1804.35,1798.5,1798.5,60,108172.8,108172.8,3132172.8,49831.85,7,4
BANKNIFTY,OPTIDXBANKNIFTY30-10-2024PE49900.00,OPTIDX,Index Options,BANKNIFTY 30-Oct-2024,30-Oct-2024,Put,49900,993.0,-123.3,-11.05,1034.95,1088.0,993.0,993.0,60,62281.799999999996,62281.799999999996,3056281.8,49831.85,3,4
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE48400.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,48400,2055.0,-455.0,-18.13,2075.0,2075.0,2000.0,2055.0,60,122775.0,122775.0,3026775.0,49831.85,6,4
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE49100.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,49100,1298.85,-649.6,-33.34,1361.85,1365.2,1298.85,1298.85,60,80260.8,80260.8,3026260.8,49831.85,96,4
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE45000.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,45000,4999.0,-107.1,-2.1,5079.8,5090.65,4901.35,4950.2,60,301062.0,301062.0,3001062.0,49831.85,28,4
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024PE46700.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Put,46700,14.0,-10.8,-43.55,22.3,22.3,9.05,12.05,60,831.5999999999999,831.5999999999999,2802831.6,49831.85,2,4
BANKNIFTY,OPTIDXBANKNIFTY04-09-2024CE56500.00,OPTIDX,Index Options,BANKNIFTY 04-Sep-2024,04-Sep-2024,Call,56500,14.0,-3.25,-18.84,15.55,15.55,14.0,14.0,45,676.35,676.35,2543176.35,49831.85,12,3
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024PE52900.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Put,52900,2488.55,79.65,3.31,2400.0,2488.55,2400.0,2488.55,45,110656.35,110656.35,2491156.35,49831.85,8,3
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE55100.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,55100,6.3,0.2,3.28,6.3,6.3,6.2,6.3,45,281.7,281.7,2479781.7,49831.85,15,3
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024PE52400.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Put,52400,2035.0,241.1,13.44,2000.0,2035.0,2000.0,2035.0,45,90524.7,90524.7,2448524.7,49831.85,204,3
BANKNIFTY,OPTIDXBANKNIFTY25-09-2024PE52300.00,OPTIDX,Index Options,BANKNIFTY 25-Sep-2024,25-Sep-2024,Put,52300,2225.95,705.95,46.44,1864.35,2225.95,1864.35,2225.95,45,94743.45,94743.45,2448243.45,49831.85,9,3
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024PE52100.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Put,52100,1710.0,248.0,16.96,1627.0,1710.0,1627.0,1710.0,45,75704.84999999999,75704.84999999999,2420204.85,49831.85,11,3
BANKNIFTY,OPTIDXBANKNIFTY24-12-2024CE48000.00,OPTIDX,Index Options,BANKNIFTY 24-Dec-2024,24-Dec-2024,Call,48000,4514.5,-84.5,-1.84,4599.0,4599.0,4066.2,4514.5,45,197695.34999999998,197695.34999999998,2357695.3499999996,49831.85,6,3
BANKNIFTY,OPTIDXBANKNIFTY30-10-2024CE49800.00,OPTIDX,Index Options,BANKNIFTY 30-Oct-2024,30-Oct-2024,Call,49800,1859.25,-190.75,-9.3,2002.15,2002.15,1859.25,1929.2,45,87907.5,87907.5,2328907.5,49831.85,3,3
BANKNIFTY,OPTIDXBANKNIFTY30-10-2024PE49800.00,OPTIDX,Index Options,BANKNIFTY 30-Oct-2024,30-Oct-2024,Put,49800,1021.75,-78.25,-7.11,1022.15,1022.65,1021.75,1022.2,45,45998.1,45998.1,2286998.1,49831.85,3,3
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE48200.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,48200,2220.0,-1441.75,-39.37,2290.0,2290.0,2220.0,2220.0,45,101999.7,101999.7,2270999.7,49831.85,4,3
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE48700.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,48700,1749.15,-243.6,-12.22,1749.15,1749.15,1749.15,1749.15,45,78711.75,78711.75,2270211.75,49831.85,11,3
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE48400.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,48400,1856.1,-1583.9,-46.04,1850.0,1856.1,1843.35,1849.85,45,83241.45,83241.45,2261241.4499999997,49831.85,10,3
BANKNIFTY,OPTIDXBANKNIFTY11-09-2024PE49500.00,OPTIDX,Index Options,BANKNIFTY 11-Sep-2024,11-Sep-2024,Put,49500,589.5,-306.6,-34.21,690.65,690.65,589.5,623.25,45,28044.45,28044.45,2255544.45,49831.85,2,3
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024CE46500.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Call,46500,3580.0,-537.65,-13.06,3580.0,3580.0,3580.0,3580.0,45,161100.0,161100.0,2253600.0,49831.85,42,3
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE44500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,44500,5512.0,-32.65,-0.59,5512.0,5512.0,5512.0,5512.0,45,248040.0,248040.0,2250540.0,49831.85,9,3
BANKNIFTY,OPTIDXBANKNIFTY28-08-2024PE46800.00,OPTIDX,Index Options,BANKNIFTY 28-Aug-2024,28-Aug-2024,Put,46800,40.2,1.9,4.96,38.3,40.2,38.3,40.2,45,1751.85,1751.85,2107751.85,49831.85,92,3
