underlying,identifier,instrumentType,instrument,contract,expiryDate,optionType,strikePrice,lastPrice,change,pChange,openPrice,highPrice,lowPrice,closePrice,volume,totalTurnover,value,premiumTurnOver,underlyingValue,openInterest,noOfTrades
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE50000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,50000,286.25,181.15,172.36,100.05,354.75,71.45,309.7,99204525,19290319886.25,19290319886.25,4979516569886.25,49831.85,89422,6613635
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE50500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,50500,48.0,-277.15,-85.24,279.95,321.0,40.65,46.05,77922525,11248895709.000002,11248895709.000002,3946336408209.0,49831.85,274184,5194835
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE50300.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,50300,497.1,314.55,172.31,183.65,573.85,147.6,526.9,62788380,16909538617.8,16909538617.8,3175165052617.8,49831.85,26427,4185892
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE50300.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,50300,83.2,-369.0,-81.6,455.0,455.0,69.1,78.65,60330690,12549386826.9,12549386826.9,3047183093826.9,49831.85,160161,4022046
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE49000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,49000,25.95,6.0,30.08,18.35,36.6,5.9,28.0,59972715,970358528.6999999,970358528.6999999,2939633393528.7,49831.85,160149,3998181
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE50200.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,50200,423.5,271.15,177.98,151.0,497.5,116.6,446.9,58549230,14284255643.1,14284255643.1,2953455601643.1,49831.85,37415,3903282
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE50400.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,50400,64.25,-321.85,-83.36,394.2,394.2,53.15,60.6,56530605,10512996611.85,10512996611.85,2859655488611.85,49831.85,149901,3768707
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE49500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,49500,88.2,46.8,113.04,38.85,120.7,19.65,95.35,55084920,3406451452.8,3406451452.8,2730109991452.8,49831.85,102058,3672328
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE51000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,51000,14.15,-96.85,-87.25,85.5,107.85,12.7,13.6,52802325,2055066489.0,2055066489.0,2694973641489.0,49831.85,247262,3520155
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE50500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,50500,659.4,402.8,156.98,277.0,745.5,227.0,691.1,52382070,18565777070.1,18565777070.1,2663860312070.1,49831.85,63647,3492138
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE49800.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,49800,186.85,115.15,160.6,71.7,239.1,42.45,201.75,52301280,7291844457.599999,7291844457.599999,2611895588457.6,49831.85,71175,3486752
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE50400.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,50400,581.95,364.6,167.75,230.6,658.05,185.0,607.55,51172275,15332237035.5,15332237035.5,2594414897035.5,49831.85,31220,3411485
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE49900.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,49900,233.25,146.35,168.41,90.0,293.2,55.2,252.05,49693740,8560243652.4,8560243652.4,2488277869652.4,49831.85,57421,3312916
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE50100.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,50100,348.4,221.65,174.87,117.95,425.0,91.65,376.2,49143750,11282913562.5,11282913562.5,2473384788562.5,49831.85,46749,3276250
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE50000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,50000,172.65,-498.75,-74.29,600.05,673.2,147.6,165.0,48712815,12780294143.400002,12780294143.400002,2448421044143.4,49831.85,151598,3247521
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE50200.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,50200,106.3,-415.6,-79.63,536.4,536.4,90.05,102.05,48325905,10974813025.5,10974813025.5,2436935244025.5,49831.85,121165,3221727
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE50600.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,50600,36.45,-236.1,-86.63,242.0,266.75,31.2,35.3,39526890,4477210830.3,4477210830.3,2004537844830.2998,49831.85,146834,2635126
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE51500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,51500,6.05,-24.05,-79.9,24.95,28.5,5.7,6.7,39371790,452775585.0,452775585.0,2028099960585.0,49831.85,185296,2624786
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE52000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,52000,3.75,-5.95,-61.34,7.0,8.9,3.55,4.65,38284755,217457408.39999998,217457408.39999998,1991024717408.4,49831.85,266365,2552317
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE49700.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,49700,147.6,88.25,148.69,63.7,192.6,32.75,159.35,38232045,3952046491.65,3952046491.65,1904084682991.6501,49831.85,53881,2548803
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE50800.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,50800,22.5,-157.35,-87.49,95.65,174.0,18.85,20.85,35444775,2293276942.5,2293276942.5,1802887846942.5,49831.85,153605,2362985
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE50700.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,50700,27.5,-195.0,-87.64,200.0,216.0,20.6,27.05,34877610,3001567116.6,3001567116.6,1771296394116.5999,49831.85,140367,2325174
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE50100.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,50100,136.0,-459.8,-77.17,550.0,591.5,115.95,130.55,33542580,7758734179.8,7758734179.8,1688241992179.7998,49831.85,89902,2236172
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE48500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,48500,7.8,-3.6,-31.58,10.2,14.1,3.1,10.4,31467465,202021125.3,202021125.3,1526374073625.3,49831.85,85936,2097831
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE49600.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,49600,115.5,66.25,134.52,50.2,153.45,25.4,124.1,31249335,2478697252.2,2478697252.2,1552445713252.2,49831.85,44817,2083289
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE49300.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,49300,52.65,22.6,75.21,30.3,73.7,11.5,57.2,28659570,1043494943.6999999,1043494943.6999999,1413960295943.7002,49831.85,65666,1910638
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE49200.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,49200,42.45,16.6,64.22,25.45,58.15,9.0,45.15,28568100,728772231.0,728772231.0,1406279292231.0,49831.85,55563,1904540
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE48900.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,48900,20.35,2.75,15.63,16.65,29.1,4.7,22.55,26634405,354237586.5,354237586.5,1302776642086.5,49831.85,48014,1775627
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE52500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,52500,2.9,-1.45,-33.33,3.5,6.0,2.9,3.8,26301630,100998259.2,100998259.2,1380936573259.2,49831.85,163567,1753442
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE50900.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,50900,17.7,-124.45,-87.55,120.4,138.5,15.45,16.8,25260750,1313053785.0,1313053785.0,1287085228785.0,49831.85,91325,1684050
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE49100.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,49100,33.1,10.7,47.77,23.15,45.75,7.25,35.45,24724740,511060375.8000001,511060375.8000001,1214495794375.8,49831.85,43041,1648316
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE49400.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,49400,69.6,34.4,97.73,34.5,95.0,14.95,74.1,24641775,1180833858.0,1180833858.0,1218484518858.0,49831.85,31795,1642785
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE48800.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,48800,16.0,0.4,2.56,14.8,23.95,4.15,18.5,24005985,271507690.35,271507690.35,1171763575690.3499,49831.85,29235,1600399
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE48000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,48000,4.25,-3.1,-42.18,4.0,7.1,1.95,5.05,23357235,82217467.2,82217467.2,1121229497467.2,49831.85,132019,1557149
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE51200.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,51200,9.3,-56.6,-85.89,48.0,63.4,8.7,9.4,22820550,503193127.5,503193127.5,1168915353127.5,49831.85,112839,1521370
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE50600.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,50600,754.9,453.15,150.17,402.95,836.0,276.05,780.85,22442175,9069331761.0,9069331761.0,1144643386761.0,49831.85,35499,1496145
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE51300.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,51300,8.0,-42.75,-84.24,35.7,48.35,7.4,8.15,21502155,382523337.45,382523337.45,1103443074837.45,49831.85,87265,1433477
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE53000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,53000,2.35,-0.6,-20.34,2.55,4.35,2.25,3.35,21150675,64298052.0,64298052.0,1121050073052.0,49831.85,221177,1410045
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE51100.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,51100,11.15,-75.45,-87.12,61.1,83.0,10.6,11.35,20245620,622552815.0,622552815.0,1035173734815.0,49831.85,73851,1349708
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE49900.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,49900,219.9,-535.9,-70.91,772.6,772.6,185.7,206.75,19531875,5161883924.999999,5161883924.999999,979802446425.0,49831.85,57655,1302125
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE48700.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,48700,12.45,-1.45,-10.43,13.9,19.8,3.55,15.1,18828855,170777714.85,170777714.85,917136016214.85,49831.85,35492,1255257
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE51400.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,51400,7.0,-31.0,-81.58,32.75,36.8,6.0,7.3,18790005,265126970.54999998,265126970.54999998,966071383970.55,49831.85,85326,1252667
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE51700.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,51700,5.1,-13.15,-72.05,9.95,16.85,4.45,5.5,16835070,140909535.89999998,140909535.89999998,870514028535.9,49831.85,54192,1122338
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE51800.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,51800,4.1,-10.25,-71.43,9.0,13.3,4.1,5.15,16066080,116318419.2,116318419.2,832339262419.2,49831.85,65210,1071072
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE49800.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,49800,271.9,-566.85,-67.58,860.0,860.0,232.45,256.45,16048155,4893884867.25,4893884867.25,804092003867.25,49831.85,49957,1069877
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE51600.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,51600,5.45,-17.85,-76.61,19.95,21.8,5.0,5.95,15436290,151738730.7,151738730.7,796664302730.7001,49831.85,50938,1029086
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE48600.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,48600,8.05,-4.75,-37.11,12.25,16.6,3.3,12.3,14506395,102270084.75,102270084.75,705113067084.75,49831.85,25084,967093
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE50700.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,50700,840.55,485.2,136.54,372.7,929.7,328.5,876.25,12176880,5738720006.4,5738720006.4,623106536006.4,49831.85,29792,811792
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE51900.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,51900,4.2,-7.7,-64.71,3.8,10.8,3.8,4.85,11355540,74038120.8,74038120.8,589426564120.7999,49831.85,28939,757036
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE52200.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,52200,3.4,-3.15,-48.09,5.9,8.5,2.9,4.25,10864095,51387169.35,51387169.35,567157146169.35,49831.85,61692,724273
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE48400.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,48400,7.35,-2.85,-27.94,10.0,11.75,2.75,8.7,10683870,67522058.4,67522058.4,517166830058.4,49831.85,25410,712258
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE47500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,47500,2.2,-2.65,-54.64,4.4,4.4,1.15,2.7,10060995,21027479.549999997,21027479.549999997,477918289979.55,49831.85,65337,670733
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE60000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,60000,1.3,0.55,73.33,0.35,2.1,0.35,1.6,9653985,12550180.5,12550180.5,579251650180.5,49831.85,196786,643599
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE48300.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,48300,6.0,-3.3,-35.48,8.55,10.2,2.45,7.35,9652065,53762002.050000004,53762002.050000004,466248501502.05,49831.85,33244,643471
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE52300.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,52300,3.1,-2.55,-45.13,5.0,15.0,2.95,4.05,9383520,40255300.8,40255300.8,490798351300.8,49831.85,46506,625568
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE42000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,42000,0.25,-1.1,-81.48,0.9,1.45,0.15,0.25,9214980,3225243.0,3225243.0,387032385243.0,49831.85,168362,614332
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE52100.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,52100,3.5,-4.45,-55.97,7.25,8.35,3.5,4.4,8575755,44250895.800000004,44250895.800000004,446841086395.80005,49831.85,29979,571717
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE53500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,53500,2.4,0.25,11.63,2.3,3.8,1.8,3.0,7978680,20744568.0,20744568.0,426880124568.0,49831.85,98450,531912
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE57000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,57000,1.7,0.9,112.5,0.8,3.1,0.65,2.35,7385625,13146412.5,13146412.5,420993771412.5,49831.85,106915,492375
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE52400.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,52400,3.15,-1.8,-36.36,4.5,5.95,3.1,3.9,6956010,28241400.599999998,28241400.599999998,364523165400.6,49831.85,29198,463734
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE50800.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,50800,937.0,525.85,127.9,436.7,1024.0,387.3,965.75,6780870,3692251523.7,3692251523.7,348160447523.7,49831.85,21083,452058
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE48200.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,48200,5.55,-3.05,-35.47,9.0,9.0,2.25,6.3,6372600,29505138.0,29505138.0,307188825138.0,49831.85,24910,424840
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE49700.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,49700,330.0,-590.45,-64.15,920.45,920.45,286.0,313.3,5523360,2083300924.8,2083300924.8,276594292924.8,49831.85,17175,368224
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE47000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,47000,1.7,-2.1,-55.26,3.4,3.45,0.85,1.8,5519730,8610778.8,8610778.8,259435920778.8,49831.85,64153,367982
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE54000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,54000,2.65,0.95,55.88,1.0,3.45,1.0,2.65,5515755,12465606.299999999,12465606.299999999,297863235606.3,49831.85,80904,367717
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE48100.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,48100,4.75,-3.25,-40.63,6.0,8.55,2.1,5.55,5475780,24367221.0,24367221.0,263409385220.99997,49831.85,17284,365052
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE51000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,51000,1130.0,588.55,108.7,570.05,1218.25,521.1,1155.7,4486110,3360769306.5,3360769306.5,232152379306.5,49831.85,21496,299074
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE46500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,46500,1.55,-1.75,-53.03,2.9,2.9,0.9,1.5,4326300,6186609.0,6186609.0,201179136609.0,49831.85,52620,288420
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE50500.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,50500,275.0,-301.6,-52.31,567.95,583.25,253.6,267.6,4175715,1610364489.75,1610364489.75,212483971989.75,49831.85,64547,278381
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE52700.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,52700,2.8,-0.8,-22.22,2.6,4.75,2.6,3.5,4175025,14320335.75,14320335.75,220038137835.75,49831.85,32868,278335
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE52800.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,52800,2.25,-0.9,-28.57,2.0,4.95,2.0,3.35,3987480,12520687.200000001,12520687.200000001,210551464687.2,49831.85,37656,265832
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE52600.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,52600,2.65,-1.2,-31.17,5.15,5.65,2.65,3.55,3953955,14431935.75,14431935.75,207992464935.75,49831.85,29579,263597
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE49500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,49500,474.75,-638.65,-57.36,1095.05,1107.55,415.0,452.65,3649155,2030426333.55,2030426333.55,182663598833.55002,49831.85,23467,243277
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE55000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,55000,1.7,0.25,17.24,1.6,3.05,1.2,2.35,3496875,6958781.25,6958781.25,192335083781.25,49831.85,62681,233125
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE47800.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,47800,3.5,-2.6,-42.62,6.15,6.15,0.3,4.0,3362475,10457297.25,10457297.25,160736762297.25,49831.85,23659,224165
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE46000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,46000,1.15,-1.65,-58.93,2.85,2.9,0.65,1.1,3284610,3645917.1,3645917.1,151095705917.1,49831.85,46840,218974
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE45000.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,45000,0.6,-1.3,-68.42,1.5,1.9,0.35,0.55,3211335,2087367.75,2087367.75,144512162367.75,49831.85,52638,214089
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024PE50000.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Put,50000,498.8,233.95,88.33,294.45,534.8,240.0,505.15,3158535,1288461182.55,1288461182.55,159215211182.55,49831.85,33141,210569
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE54500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,54500,2.05,0.3,17.14,1.95,3.25,1.45,2.6,3092025,6802455.000000001,6802455.000000001,168522164955.0,49831.85,40778,206135
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024PE50500.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Put,50500,762.35,325.8,74.63,449.95,825.75,412.6,785.0,2925180,1615723173.0,1615723173.0,149337313173.0,49831.85,28363,195012
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE42500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,42500,0.35,-1.25,-78.13,1.5,1.5,0.2,0.3,2904930,1365317.0999999999,1365317.0999999999,123460890317.1,49831.85,77298,193662
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE51000.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,51000,136.0,-189.4,-58.21,289.8,328.15,124.0,130.9,2838675,537389564.25,537389564.25,145309814564.25,49831.85,46240,189245
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE52900.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,52900,2.75,-0.2,-6.78,2.55,4.4,2.35,3.25,2695770,8329929.3,8329929.3,142614562929.3,49831.85,17635,179718
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE49600.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,49600,401.6,-617.3,-60.58,950.0,1087.55,346.8,379.1,2422590,1072262559.9,1072262559.9,121232726559.9,49831.85,14564,161506
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE47900.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,47900,4.0,-2.65,-39.85,6.65,6.7,1.75,4.45,2397750,8416102.5,8416102.5,114860641102.5,49831.85,17457,159850
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE50000.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,50000,493.9,-398.15,-44.63,863.25,911.65,462.9,483.45,2391945,1333126626.3000002,1333126626.3000002,120930376626.29999,49831.85,38597,159463
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE47600.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,47600,2.7,-2.6,-49.06,5.15,5.3,1.2,2.95,2290350,5130384.000000001,5130384.000000001,109025790384.0,49831.85,22848,152690
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE50900.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,50900,1030.5,555.95,117.15,514.85,1120.0,450.0,1069.25,2202735,1375608007.5,1375608007.5,113494819507.5,49831.85,9128,146849
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE52000.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,52000,33.0,-41.05,-55.44,59.95,74.0,27.9,30.25,2147325,88985148.0,88985148.0,111749885148.0,49831.85,29853,143155
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024PE45500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Put,45500,0.8,-1.4,-63.64,2.6,2.6,0.5,0.85,1981290,1664283.5999999999,1664283.5999999999,90150359283.59999,49831.85,31361,132086
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024CE51500.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Call,51500,65.0,-96.9,-59.85,134.65,163.3,57.35,61.65,1977630,177828489.6,177828489.6,102025773489.59999,49831.85,20723,131842
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE59500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,59500,1.2,0.35,41.18,0.85,2.25,0.6,1.75,1959315,2997751.95,2997751.95,116582240251.95,49831.85,33541,130621
BANKNIFTY,OPTIDXBANKNIFTY14-08-2024CE55500.00,OPTIDX,Index Options,BANKNIFTY 14-Aug-2024,14-Aug-2024,Call,55500,1.7,0.3,21.43,1.5,3.1,1.1,2.35,1931520,3669888.0,3669888.0,107203029888.0,49831.85,26054,128768
BANKNIFTY,OPTIDXBANKNIFTY21-08-2024PE49000.00,OPTIDX,Index Options,BANKNIFTY 21-Aug-2024,21-Aug-2024,Put,49000,178.0,81.6,84.65,96.15,195.0,74.75,177.6,1908810,247343599.8,247343599.8,93779033599.8,49831.85,17459,127254
